"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2011,7,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International",244.00,39.00,22.14,0.00,1.78,0.00,15.08,1.00,0.00,1816.00,1041.00,0.00,41.00,0.00,734.00,
2011,7,"AA","American Airlines Inc.","ANC","Anchorage, AK: Anchorage International",62.00,21.00,12.45,0.00,2.88,0.00,5.67,0.00,0.00,2525.00,1917.00,0.00,83.00,0.00,525.00,
2011,7,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson",448.00,104.00,43.97,2.87,40.91,0.00,16.26,8.00,3.00,5992.00,2528.00,216.00,2320.00,0.00,928.00,
2011,7,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",703.00,131.00,65.24,4.87,20.62,0.00,40.27,5.00,0.00,7209.00,3571.00,282.00,941.00,0.00,2415.00,
2011,7,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",155.00,34.00,9.20,3.18,6.69,0.00,14.93,0.00,0.00,1711.00,383.00,282.00,286.00,0.00,760.00,
2011,7,"AA","American Airlines Inc.","BHM","Birmingham, AL: Birmingham Municipal",92.00,15.00,6.42,1.00,3.18,0.00,4.40,3.00,1.00,815.00,311.00,60.00,108.00,0.00,336.00,
2011,7,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville Metropolitan",322.00,59.00,33.38,0.36,13.73,0.00,11.53,2.00,0.00,2520.00,1334.00,32.00,615.00,0.00,539.00,
2011,7,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",845.00,279.00,112.80,18.02,78.24,0.00,69.94,29.00,1.00,15295.00,6119.00,1603.00,3468.00,0.00,4105.00,
2011,7,"AA","American Airlines Inc.","BUR","Burbank, CA: Burbank Bob Hope",119.00,14.00,6.89,0.00,3.29,0.00,3.82,0.00,1.00,705.00,323.00,0.00,104.00,0.00,278.00,
2011,7,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",273.00,84.00,32.85,2.15,28.87,0.00,20.12,1.00,2.00,3787.00,1584.00,91.00,918.00,0.00,1194.00,
2011,7,"AA","American Airlines Inc.","CLE","Cleveland, OH: Hopkins International",92.00,42.00,16.54,0.00,20.29,0.00,5.17,0.00,1.00,1757.00,883.00,0.00,486.00,0.00,388.00,
2011,7,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",205.00,54.00,22.52,0.00,23.28,0.00,8.19,11.00,1.00,2172.00,995.00,0.00,685.00,0.00,492.00,
2011,7,"AA","American Airlines Inc.","CMH","Columbus, OH: Columbus International",150.00,32.00,17.95,0.00,6.53,0.00,7.52,1.00,1.00,1593.00,992.00,0.00,242.00,0.00,359.00,
2011,7,"AA","American Airlines Inc.","COS","Colorado Springs, CO: Peterson Field",153.00,27.00,16.32,0.00,2.07,0.00,8.60,0.00,3.00,1184.00,684.00,0.00,55.00,0.00,445.00,
2011,7,"AA","American Airlines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",62.00,16.00,6.93,0.00,2.74,0.00,6.33,1.00,0.00,816.00,389.00,0.00,72.00,0.00,355.00,
2011,7,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",893.00,248.00,77.14,14.00,93.12,0.00,63.75,24.00,14.00,12710.00,3959.00,880.00,3790.00,0.00,4081.00,
2011,7,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",445.00,125.00,61.31,4.29,31.22,1.00,27.17,5.00,3.00,6650.00,3423.00,245.00,1196.00,21.00,1765.00,
2011,7,"AA","American Airlines Inc.","DFW","Dallas/Ft.Worth, TX: Dallas/Ft Worth International",13620.00,1599.00,537.95,86.79,263.13,0.00,711.12,253.00,22.00,97485.00,37996.00,5964.00,8840.00,0.00,44685.00,
2011,7,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",245.00,55.00,26.72,0.72,15.84,0.00,11.71,2.00,1.00,2392.00,1244.00,92.00,459.00,0.00,597.00,
2011,7,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",31.00,15.00,7.67,0.00,1.30,0.00,6.02,0.00,2.00,909.00,583.00,0.00,38.00,0.00,288.00,
2011,7,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",244.00,41.00,25.88,1.94,6.22,0.00,6.96,5.00,0.00,1835.00,1132.00,83.00,120.00,0.00,500.00,
2011,7,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",421.00,131.00,45.95,4.38,59.36,0.00,21.31,17.00,5.00,8414.00,2638.00,473.00,3496.00,0.00,1807.00,
2011,7,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Air Terminal",62.00,13.00,7.09,0.00,0.39,0.00,5.52,0.00,0.00,746.00,287.00,0.00,14.00,0.00,445.00,
2011,7,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale International",310.00,71.00,35.78,2.31,18.28,0.00,14.63,12.00,1.00,4567.00,2630.00,198.00,808.00,0.00,931.00,
2011,7,"AA","American Airlines Inc.","HNL","Honolulu, HI: Honolulu International",217.00,52.00,34.07,3.23,5.44,0.00,9.27,2.00,1.00,3857.00,2837.00,167.00,337.00,0.00,516.00,
2011,7,"AA","American Airlines Inc.","HSV","Huntsville, AL: Huntsville International  Carl Jones",87.00,23.00,15.38,0.00,4.62,0.00,3.00,2.00,0.00,1512.00,933.00,0.00,203.00,0.00,376.00,
2011,7,"AA","American Airlines Inc.","IAD","Washington, DC: Dulles International",307.00,88.00,29.41,2.01,39.13,0.00,17.45,9.00,0.00,4168.00,1962.00,127.00,1163.00,0.00,916.00,
2011,7,"AA","American Airlines Inc.","IAH","Houston, TX: Houston Intercontinental",273.00,59.00,34.33,2.23,13.66,0.00,8.78,3.00,0.00,2470.00,1371.00,98.00,492.00,0.00,509.00,
2011,7,"AA","American Airlines Inc.","ICT","Wichita, KS: Mid-Continent",117.00,26.00,15.76,0.00,2.16,0.00,8.08,4.00,0.00,1555.00,1099.00,0.00,68.00,0.00,388.00,
2011,7,"AA","American Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",148.00,31.00,17.32,0.00,6.31,0.00,7.37,0.00,0.00,1391.00,837.00,0.00,153.00,0.00,401.00,
2011,7,"AA","American Airlines Inc.","JAC","Jackson, WY: Jacksons Hole",41.00,14.00,9.27,1.33,1.85,0.00,1.55,0.00,0.00,616.00,416.00,79.00,55.00,0.00,66.00,
2011,7,"AA","American Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",124.00,26.00,22.21,0.00,2.44,0.00,1.36,2.00,0.00,1056.00,928.00,0.00,83.00,0.00,45.00,
2011,7,"AA","American Airlines Inc.","JFK","New York, NY: Kennedy International",1288.00,288.00,98.12,14.02,115.12,0.00,60.74,40.00,10.00,18485.00,6896.00,1144.00,4933.00,0.00,5512.00,
2011,7,"AA","American Airlines Inc.","KOA","Kona, HI: Keahole",31.00,5.00,3.43,0.00,0.70,0.00,0.86,0.00,0.00,225.00,171.00,0.00,22.00,0.00,32.00,
2011,7,"AA","American Airlines Inc.","LAS","Las Vegas, NV: Mccarran International",803.00,147.00,63.17,9.49,31.46,0.00,42.89,12.00,4.00,8884.00,3713.00,954.00,1364.00,0.00,2853.00,
2011,7,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2584.00,563.00,211.40,27.24,150.86,0.12,173.39,56.00,4.00,32515.00,13540.00,1970.00,5701.00,2.00,11302.00,
2011,7,"AA","American Airlines Inc.","LGA","New York, NY: LaGuardia",1424.00,307.00,89.84,17.95,115.37,0.00,83.84,80.00,17.00,18614.00,5334.00,1235.00,6769.00,0.00,5276.00,
2011,7,"AA","American Airlines Inc.","LIH","Lihue, HI: Lihue Airport",62.00,18.00,11.59,0.00,3.02,0.00,3.40,0.00,1.00,1350.00,1106.00,0.00,91.00,0.00,153.00,
2011,7,"AA","American Airlines Inc.","LIT","Little Rock, AR: Adams Field",93.00,24.00,17.44,0.00,1.84,0.00,4.72,1.00,0.00,1468.00,1134.00,0.00,48.00,0.00,286.00,
2011,7,"AA","American Airlines Inc.","MCI","Kansas City, MO: Kansas City International",363.00,72.00,35.62,5.29,5.53,0.00,25.57,10.00,0.00,3472.00,1568.00,258.00,234.00,0.00,1412.00,
2011,7,"AA","American Airlines Inc.","MCO","Orlando, FL: Orlando International",837.00,231.00,95.87,14.46,79.75,0.00,40.92,8.00,5.00,12896.00,5688.00,937.00,3487.00,0.00,2784.00,
2011,7,"AA","American Airlines Inc.","MEM","Memphis, TN: Memphis International",117.00,13.00,6.17,0.00,4.24,0.00,2.60,9.00,0.00,600.00,352.00,0.00,103.00,0.00,145.00,
2011,7,"AA","American Airlines Inc.","MFE","Mission/Mcallen/Edinburg, TX: Miller International",121.00,20.00,12.49,0.00,3.96,0.00,3.55,8.00,0.00,844.00,509.00,0.00,153.00,0.00,182.00,
2011,7,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",3946.00,845.00,272.17,79.64,238.48,0.65,254.06,77.00,11.00,53231.00,19439.00,4927.00,10315.00,13.00,18537.00,
2011,7,"AA","American Airlines Inc.","MKE","Milwaukee, WI: General Mitchell Field",93.00,12.00,8.21,0.00,0.08,0.00,3.70,1.00,0.00,729.00,522.00,0.00,4.00,0.00,203.00,
2011,7,"AA","American Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",330.00,82.00,30.06,5.51,21.61,0.00,24.82,5.00,1.00,5270.00,2068.00,318.00,1300.00,0.00,1584.00,
2011,7,"AA","American Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong International",340.00,66.00,27.17,3.96,12.15,0.00,22.72,3.00,1.00,3500.00,1218.00,214.00,360.00,0.00,1708.00,
2011,7,"AA","American Airlines Inc.","OGG","Kahului, HI: Kahului Airport",93.00,18.00,13.01,0.00,2.88,0.00,2.10,1.00,1.00,1022.00,698.00,0.00,87.00,0.00,237.00,
2011,7,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",215.00,38.00,28.57,0.00,3.43,0.00,6.00,0.00,0.00,2225.00,1711.00,0.00,160.00,0.00,354.00,
2011,7,"AA","American Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",148.00,26.00,15.49,0.45,1.30,0.00,8.76,3.00,1.00,1317.00,820.00,45.00,53.00,0.00,399.00,
2011,7,"AA","American Airlines Inc.","ONT","Ontario/San Bernardino, CA: La/Ontario International",124.00,27.00,16.10,0.00,2.78,0.00,8.11,0.00,1.00,1622.00,1011.00,0.00,99.00,0.00,512.00,
2011,7,"AA","American Airlines Inc.","ORD","Chicago, IL: O'Hare",4804.00,1132.00,251.70,25.60,392.33,0.00,462.38,164.00,28.00,72396.00,16069.00,1890.00,21740.00,0.00,32697.00,
2011,7,"AA","American Airlines Inc.","ORF","Norfolk, VA: Norfolk International",93.00,22.00,11.09,1.00,6.68,0.00,3.23,0.00,1.00,1270.00,674.00,93.00,328.00,0.00,175.00,
2011,7,"AA","American Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",93.00,27.00,13.27,0.96,9.07,0.00,3.70,0.00,0.00,1476.00,776.00,89.00,361.00,0.00,250.00,
2011,7,"AA","American Airlines Inc.","PDX","Portland, OR: Portland International",155.00,24.00,18.16,0.00,3.13,0.00,2.71,0.00,0.00,952.00,741.00,0.00,82.00,0.00,129.00,
2011,7,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",339.00,85.00,30.23,3.71,30.52,0.00,20.53,8.00,0.00,4717.00,1642.00,247.00,1375.00,0.00,1453.00,
2011,7,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Sky Harbor International",400.00,77.00,39.31,6.18,11.32,0.00,20.19,2.00,0.00,4140.00,2056.00,336.00,526.00,0.00,1222.00,
2011,7,"AA","American Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",124.00,30.00,16.57,0.00,6.45,0.00,6.98,0.00,0.00,1386.00,809.00,0.00,151.00,0.00,426.00,
2011,7,"AA","American Airlines Inc.","PSP","Indio/Palm Springs, CA: Palm Springs International",31.00,6.00,4.85,0.00,0.03,0.00,1.12,0.00,0.00,390.00,311.00,0.00,2.00,0.00,77.00,
2011,7,"AA","American Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh Durham",341.00,84.00,32.83,6.27,20.97,0.00,23.93,3.00,2.00,4517.00,1658.00,655.00,761.00,0.00,1443.00,
2011,7,"AA","American Airlines Inc.","RIC","Richmond, VA: Richmond International Aqirport",93.00,25.00,13.53,0.97,5.68,0.00,4.81,1.00,1.00,1485.00,849.00,34.00,254.00,0.00,348.00,
2011,7,"AA","American Airlines Inc.","RNO","Reno, NV: Reno International",124.00,26.00,14.61,2.04,4.44,0.00,4.91,2.00,1.00,1235.00,590.00,130.00,213.00,0.00,302.00,
2011,7,"AA","American Airlines Inc.","RSW","Ft. Myers, FL: Southwest Florida International Airport ",62.00,14.00,4.61,0.12,3.53,0.00,5.75,1.00,0.00,677.00,145.00,13.00,136.00,0.00,383.00,
2011,7,"AA","American Airlines Inc.","SAN","San Diego, CA: San Diego International",462.00,95.00,55.34,7.31,8.75,0.00,23.60,9.00,0.00,4792.00,2575.00,599.00,393.00,0.00,1225.00,
2011,7,"AA","American Airlines Inc.","SAT","San Antonio, TX: San Antonio International",521.00,96.00,53.81,2.71,9.72,0.00,29.76,4.00,0.00,4173.00,2213.00,224.00,328.00,0.00,1408.00,
2011,7,"AA","American Airlines Inc.","SDF","Louisville, KY: Standiford Field",91.00,18.00,8.30,0.00,1.68,0.00,8.01,1.00,0.00,916.00,425.00,0.00,53.00,0.00,438.00,
2011,7,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",494.00,120.00,59.86,6.06,20.65,0.00,33.43,4.00,1.00,6918.00,3808.00,396.00,927.00,0.00,1787.00,
2011,7,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",960.00,326.00,77.50,11.35,190.02,0.00,47.12,19.00,1.00,22468.00,5298.00,1385.00,12329.00,0.00,3456.00,
2011,7,"AA","American Airlines Inc.","SJC","San Jose, CA: San Jose International",241.00,47.00,29.94,2.57,4.73,0.00,9.76,1.00,0.00,2805.00,1635.00,152.00,208.00,0.00,810.00,
2011,7,"AA","American Airlines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",496.00,134.00,62.50,16.15,30.78,0.83,23.74,2.00,1.00,8674.00,4257.00,1505.00,1193.00,20.00,1699.00,
2011,7,"AA","American Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake International",154.00,35.00,17.59,0.00,4.52,0.00,12.89,2.00,0.00,1560.00,687.00,0.00,93.00,0.00,780.00,
2011,7,"AA","American Airlines Inc.","SMF","Sacramento, CA: Sacramento International",123.00,23.00,18.40,0.00,2.86,0.00,1.73,0.00,0.00,1211.00,1076.00,0.00,59.00,0.00,76.00,
2011,7,"AA","American Airlines Inc.","SNA","Santa Ana, CA: John Wayne Orange County",379.00,62.00,38.66,2.44,5.39,0.00,15.52,13.00,1.00,3541.00,1985.00,190.00,190.00,0.00,1176.00,
2011,7,"AA","American Airlines Inc.","STL","St. Louis, MO: Lambert International",884.00,216.00,74.34,13.65,63.05,0.00,64.96,24.00,3.00,11466.00,3783.00,1034.00,2401.00,0.00,4248.00,
2011,7,"AA","American Airlines Inc.","STT","Charlotte Amalie, VI: Harry S. Truman",124.00,46.00,22.31,3.58,10.76,0.00,9.35,0.00,0.00,3531.00,1966.00,395.00,492.00,0.00,678.00,
2011,7,"AA","American Airlines Inc.","STX","Christiansted, VI: Alexander Hamilton",62.00,25.00,13.87,1.36,5.67,0.00,4.10,0.00,0.00,947.00,471.00,109.00,142.00,0.00,225.00,
2011,7,"AA","American Airlines Inc.","TPA","Tampa, FL: Tampa International",527.00,136.00,54.56,10.08,41.13,0.00,30.23,6.00,2.00,7265.00,3082.00,557.00,1411.00,0.00,2215.00,
2011,7,"AA","American Airlines Inc.","TUL","Tulsa, OK: Tulsa International",247.00,59.00,32.43,0.00,4.64,0.00,21.93,4.00,0.00,2800.00,1555.00,0.00,128.00,0.00,1117.00,
2011,7,"AA","American Airlines Inc.","TUS","Tucson, AZ: Tucson International",246.00,42.00,19.66,3.51,4.97,0.00,13.86,1.00,3.00,2538.00,1192.00,179.00,143.00,0.00,1024.00,
2011,7,"AA","American Airlines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",57.00,5.00,4.92,0.00,0.03,0.00,0.04,4.00,0.00,328.00,317.00,0.00,1.00,0.00,10.00,
2011,7,"AS","Alaska Airlines Inc.","ADK","Adak Island, AK: Adak Ns",9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","ADQ","Kodiak, AK: Kodiak",56.00,4.00,1.55,0.00,1.45,0.00,1.00,0.00,1.00,172.00,36.00,0.00,34.00,0.00,102.00,
2011,7,"AS","Alaska Airlines Inc.","AKN","King Salmon, AK: King Salmon Airport",31.00,3.00,1.00,0.00,0.05,0.00,1.95,0.00,0.00,105.00,42.00,0.00,2.00,0.00,61.00,
2011,7,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK: Anchorage International",1548.00,140.00,44.73,3.61,35.24,4.80,51.62,10.00,0.00,7060.00,2320.00,313.00,913.00,103.00,3411.00,
2011,7,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson",31.00,4.00,1.00,0.00,2.48,0.00,0.52,0.00,0.00,122.00,42.00,0.00,68.00,0.00,12.00,
2011,7,"AS","Alaska Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",31.00,5.00,1.00,0.00,1.37,0.00,2.63,0.00,0.00,189.00,96.00,0.00,35.00,0.00,58.00,
2011,7,"AS","Alaska Airlines Inc.","BET","Bethel, AK: Bethel Airport",87.00,6.00,3.58,0.00,1.50,0.00,0.92,1.00,0.00,287.00,178.00,0.00,62.00,0.00,47.00,
2011,7,"AS","Alaska Airlines Inc.","BLI","Bellingham, WA: Bellingham International",62.00,4.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,118.00,84.00,19.00,15.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",93.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,70.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","BRW","Barrow, AK: Wiley Post/Will Rogers Memorial",70.00,9.00,1.71,1.22,1.42,0.00,4.66,0.00,2.00,575.00,47.00,29.00,44.00,0.00,455.00,
2011,7,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Burbank Bob Hope",92.00,5.00,0.75,0.00,1.97,0.00,2.28,0.00,1.00,178.00,14.00,0.00,34.00,0.00,130.00,
2011,7,"AS","Alaska Airlines Inc.","CDV","Cordova, AK: Mile 13 Field",62.00,4.00,1.13,0.00,0.03,0.00,2.84,0.00,0.00,285.00,33.00,0.00,3.00,0.00,249.00,
2011,7,"AS","Alaska Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",93.00,10.00,3.88,0.00,6.13,0.00,0.00,0.00,1.00,361.00,122.00,0.00,239.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",162.00,12.00,3.88,0.00,6.69,0.00,1.43,0.00,0.00,406.00,137.00,0.00,225.00,0.00,44.00,
2011,7,"AS","Alaska Airlines Inc.","DFW","Dallas/Ft.Worth, TX: Dallas/Ft Worth International",93.00,5.00,3.06,0.00,0.00,0.00,1.94,0.00,0.00,204.00,63.00,0.00,0.00,0.00,141.00,
2011,7,"AS","Alaska Airlines Inc.","DLG","Dillingham, AK: Dillingham Airport",31.00,2.00,0.71,0.00,0.33,0.00,0.96,0.00,0.00,73.00,34.00,0.00,15.00,0.00,24.00,
2011,7,"AS","Alaska Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",62.00,7.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,497.00,100.00,0.00,397.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","FAI","Fairbanks, AK: Fairbanks International",394.00,39.00,18.91,0.00,7.43,0.00,12.66,0.00,0.00,1430.00,756.00,0.00,183.00,0.00,491.00,
2011,7,"AS","Alaska Airlines Inc.","GEG","Spokane, WA: Spokane International",86.00,6.00,3.88,0.00,0.12,0.00,2.00,2.00,0.00,259.00,203.00,0.00,8.00,0.00,48.00,
2011,7,"AS","Alaska Airlines Inc.","GST","Gustavus, AK: Gustavus Airport",31.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,120.00,0.00,0.00,16.00,0.00,104.00,
2011,7,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI: Honolulu International",155.00,6.00,4.78,0.00,1.22,0.00,0.00,0.00,0.00,306.00,271.00,0.00,35.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","IAH","Houston, TX: Houston Intercontinental",31.00,8.00,0.75,0.00,5.82,0.00,1.43,0.00,0.00,287.00,16.00,0.00,229.00,0.00,42.00,
2011,7,"AS","Alaska Airlines Inc.","JNU","Juneau, AK: Juneau",485.00,43.00,12.27,0.00,12.09,0.00,18.63,3.00,0.00,2474.00,1217.00,0.00,401.00,0.00,856.00,
2011,7,"AS","Alaska Airlines Inc.","KOA","Kona, HI: Keahole",62.00,6.00,3.34,0.00,2.66,0.00,0.00,0.00,1.00,200.00,144.00,0.00,56.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK: Ketchikan International",246.00,26.00,7.99,0.00,10.42,0.00,7.59,1.00,0.00,786.00,273.00,0.00,203.00,0.00,310.00,
2011,7,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: Mccarran International",389.00,26.00,10.82,0.00,5.17,0.00,10.01,0.00,2.00,1442.00,603.00,0.00,191.00,0.00,648.00,
2011,7,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",590.00,44.00,20.40,0.00,16.81,0.00,6.80,0.00,0.00,1391.00,788.00,0.00,371.00,0.00,232.00,
2011,7,"AS","Alaska Airlines Inc.","LIH","Lihue, HI: Lihue Airport",62.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,191.00,159.00,0.00,32.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","MCO","Orlando, FL: Orlando International",31.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,187.00,71.00,0.00,116.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","MIA","Miami, FL: Miami International",31.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,73.00,16.00,0.00,57.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",62.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,369.00,164.00,0.00,205.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",181.00,11.00,3.00,0.00,3.43,0.00,4.57,0.00,0.00,406.00,135.00,0.00,84.00,0.00,187.00,
2011,7,"AS","Alaska Airlines Inc.","OGG","Kahului, HI: Kahului Airport",186.00,10.00,7.01,0.00,2.99,0.00,0.00,0.00,0.00,283.00,210.00,0.00,73.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","OME","Nome, AK: Nome Airport",91.00,10.00,3.62,0.96,2.45,0.00,2.97,3.00,0.00,362.00,102.00,34.00,65.00,0.00,161.00,
2011,7,"AS","Alaska Airlines Inc.","ONT","Ontario/San Bernardino, CA: La/Ontario International",93.00,7.00,4.08,0.00,1.17,0.00,1.75,0.00,0.00,333.00,251.00,0.00,26.00,0.00,56.00,
2011,7,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: O'Hare",155.00,21.00,3.41,0.00,15.11,0.00,2.49,0.00,1.00,1172.00,125.00,0.00,931.00,0.00,116.00,
2011,7,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK: Ralph Wien Memorial",91.00,5.00,1.69,0.00,0.46,0.00,2.86,1.00,3.00,201.00,83.00,0.00,15.00,0.00,103.00,
2011,7,"AS","Alaska Airlines Inc.","PDX","Portland, OR: Portland International",851.00,62.00,15.26,0.67,9.73,0.00,36.34,2.00,0.00,3648.00,1018.00,28.00,267.00,0.00,2335.00,
2011,7,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Sky Harbor International",199.00,18.00,9.80,0.19,4.91,0.00,3.10,0.00,1.00,905.00,546.00,6.00,189.00,0.00,164.00,
2011,7,"AS","Alaska Airlines Inc.","PSG","Petersburg, AK: Petersburg Sea Plane Base",62.00,14.00,4.13,1.14,2.56,0.50,5.68,0.00,1.00,556.00,259.00,45.00,61.00,8.00,183.00,
2011,7,"AS","Alaska Airlines Inc.","PSP","Indio/Palm Springs, CA: Palm Springs International",67.00,10.00,0.00,0.00,2.07,0.00,7.93,1.00,0.00,804.00,0.00,0.00,43.00,0.00,761.00,
2011,7,"AS","Alaska Airlines Inc.","SAN","San Diego, CA: San Diego International",355.00,43.00,21.99,0.00,12.17,0.00,8.84,0.00,0.00,1429.00,819.00,0.00,341.00,0.00,269.00,
2011,7,"AS","Alaska Airlines Inc.","SCC","Deadhorse, AK: Deadhorse Airport",57.00,6.00,2.30,2.00,0.05,0.00,1.65,0.00,1.00,530.00,396.00,38.00,5.00,0.00,91.00,
2011,7,"AS","Alaska Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",4168.00,304.00,108.09,5.93,48.75,1.00,140.22,10.00,2.00,17902.00,8464.00,282.00,1610.00,20.00,7526.00,
2011,7,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",330.00,97.00,8.63,0.00,81.99,0.00,6.38,0.00,2.00,6706.00,642.00,0.00,5515.00,0.00,549.00,
2011,7,"AS","Alaska Airlines Inc.","SIT","Sitka, AK: Sitka Harbor Sea Plane Base",153.00,15.00,6.52,0.00,2.48,0.00,5.99,1.00,0.00,821.00,394.00,0.00,74.00,0.00,353.00,
2011,7,"AS","Alaska Airlines Inc.","SJC","San Jose, CA: San Jose International",288.00,19.00,10.93,0.00,4.00,0.00,4.07,1.00,0.00,780.00,436.00,0.00,90.00,0.00,254.00,
2011,7,"AS","Alaska Airlines Inc.","SMF","Sacramento, CA: Sacramento International",185.00,16.00,7.89,0.00,2.57,0.00,5.54,0.00,0.00,622.00,318.00,0.00,108.00,0.00,196.00,
2011,7,"AS","Alaska Airlines Inc.","SNA","Santa Ana, CA: John Wayne Orange County",365.00,21.00,7.38,0.00,5.55,0.00,8.07,0.00,1.00,714.00,326.00,0.00,110.00,0.00,278.00,
2011,7,"AS","Alaska Airlines Inc.","STL","St. Louis, MO: Lambert International",31.00,2.00,1.41,0.00,0.59,0.00,0.00,0.00,0.00,124.00,61.00,0.00,63.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","TUS","Tucson, AZ: Tucson International",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00,
2011,7,"AS","Alaska Airlines Inc.","WRG","Wrangell, AK: Wrangell Airport",62.00,12.00,1.07,3.00,5.07,0.00,2.86,0.00,0.00,457.00,121.00,139.00,136.00,0.00,61.00,
